Isoform	Sample	H0_cyclo_count	H1_cyclo_count	H2_cyclo_count	H0_noncyclo_count	H1_noncyclo_count	H2_noncyclo_count	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
PB.161551.113	Patient22	0	0	0	0	0	0	0	0	1221	2106	0.0	0.0	23.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	58.0	43.0	0.0	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient23	0	1	0	0	0	0	1	0	665	1159	1503.7593984962407	0.0	10.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	27.0	18.0	0.037037037037037035	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient24	1	0	0	0	0	0	1	0	1059	1661	944.2870632672333	0.0	12.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	27.0	41.0	0.037037037037037035	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient25	0	0	0	0	0	0	0	0	1372	1946	0.0	0.0	23.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	341.0	346.0	0.0	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient26	0	0	0	0	0	0	0	0	1690	1469	0.0	0.0	23.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	668.0	201.0	0.0	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient27	0	2	0	0	0	0	2	0	917	1439	2181.0250817884407	0.0	8.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	92.0	45.0	0.021739130434782608	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient29	1	0	0	0	0	0	1	0	1044	1857	957.8544061302681	0.0	11.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	61.0	35.0	0.01639344262295082	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient3	2	1	2	0	0	0	5	0	1987	2019	2516.356316054353	0.0	6.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	371.0	172.0	0.013477088948787063	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient30	0	4	0	0	0	0	4	0	1658	1808	2412.5452352231605	0.0	7.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	496.0	127.0	0.008064516129032258	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient31	0	0	0	0	0	0	0	0	966	1858	0.0	0.0	23.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	153.0	125.0	0.0	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.113	Patient4	4	0	1	1	0	0	5	1	1554	1450	3217.5032175032175	689.655172413793	5.0	7.0	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	197.0	100.0	0.025380710659898477	0.01	932.8418843042037	2132.220370212808	-0.11405327295796319	-9.43182177706249	-1.8402097101098747						
PB.161551.113	Patient7	0	0	0	1	0	0	0	1	1726	1705	0.0	586.5102639296188	23.0	8.0	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	262.0	375.0	0.0	0.0026666666666666666	932.8418843042037	2132.220370212808	-0.16242768581186523	-9.198470245862598	-1.794681310217146						
PB.161551.113	Patient9	0	0	0	0	0	0	0	0	1722	1493	0.0	0.0	23.0	20.5	0.0	0.0	1593.7473141837554	932.8418843042037	SRSF6	3.0	7.0	0.0	0.0	932.8418843042037	2132.220370212808	-0.4374978765497399	0.0	0.0						
PB.161551.121	Patient1	0	1	0	0	0	0	1	0	1902	1717	525.7623554153522	0.0	9.0	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	191.0	95.0	0.005235602094240838	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient12	0	0	0	0	0	0	0	0	1791	2004	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	223.0	348.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient14	0	0	0	0	0	0	0	0	1161	1708	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	121.0	44.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient15	0	0	0	0	0	0	0	0	1376	2573	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	324.0	294.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient16	0	0	0	0	0	0	0	0	1395	1271	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	93.0	54.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient17	0	0	0	0	0	0	0	0	975	1227	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	56.0	25.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient18	1	2	0	0	0	0	3	0	988	1387	3036.4372469635628	0.0	2.0	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	157.0	82.0	0.01910828025477707	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient19	0	0	0	0	0	0	0	0	1229	1548	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	74.0	31.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient2	0	0	0	0	0	0	0	0	1277	1085	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	88.0	62.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient20	0	0	0	0	0	0	0	0	1888	1738	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	54.0	81.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
PB.161551.121	Patient21	0	0	0	0	0	0	0	0	1417	1328	0.0	0.0	20.5	18.5	0.0	0.0	553.9135859123627	92.02115523982647	SRSF6	334.0	122.0	0.0	0.0	92.02115523982647	226.11066238837702	-0.4069739757861004	0.0	0.0						
