Isoform	Sample	cyclo_count	noncyclo_count	total_cyclo	total_noncyclo	Cyclo_TPM	Noncyclo_TPM	Cyclo_TPM_Rank	Noncyclo_TPM_Rank	Cyclo_TPM_Median	Noncyclo_TPM_Median	Cyclo_TPM_Mean	Noncyclo_TPM_Mean	associated_gene	gene_cyclo_count	gene_noncyclo_count	isoform_cyclo_proportion	isoform_noncyclo_proportion	Avg_Noncyclo_TPM	SD_Noncyclo_TPM	Noncyclo_TPM_Z_Score	test_statistic	z_score_of_test_stat	rank_top_99_9_percentile	rank_top_99_5_percentile	rank_top_99_percentile	rank_top_98_percentile	rank_top_95_percentile	Phenotypes
PB.161551.19	Patient25	38	45	1372	1946	27696.793002915452	23124.357656731758	5.0	6.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	341.0	346.0	0.11143695014662756	0.13005780346820808	9691.84586219	10474.678769756127	1.2823793540405148	-8.091588771696655	0.4239547894696414						
PB.161551.19	Patient26	180	45	1690	1469	106508.87573964498	30633.08373042886	1.0	2.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	668.0	201.0	0.2694610778443114	0.22388059701492538	9691.84586219	10474.678769756127	1.9992248286127077	-3.072799414809797	0.5045200658490074						
PB.161551.19	Patient3	23	23	1987	2019	11575.239053850024	11391.778107974244	11.0	9.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	371.0	172.0	0.06199460916442048	0.13372093023255813	9691.84586219	10474.678769756127	0.16228967810378217	-20.72765227605787	0.2211114589004617						
PB.161551.19	Patient31	72	53	966	1858	74534.16149068323	28525.29601722282	3.0	3.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	153.0	125.0	0.47058823529411764	0.424	9691.84586219	10474.678769756127	1.7979978736351554	-4.3451855556013665	0.4840947931777243						
PB.161551.19	Patient5	29	22	1596	1993	18170.426065162905	11038.635223281484	8.0	10.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	354.0	682.0	0.08192090395480225	0.03225806451612903	9691.84586219	10474.678769756127	0.12857571966599216	-21.289669329828413	0.21208955021947506						
PB.161551.19	Patient7	34	41	1726	1705	19698.725376593276	24046.92082111437	7.0	5.0	7078.507078507078	5507.474429583005	16450.57042214269	9691.84586219	SRSF6	262.0	375.0	0.1297709923664122	0.10933333333333334	9691.84586219	10474.678769756127	1.3704549107865946	-7.393365082221353	0.4351631866581004						
PB.161551.22	Patient10	2	5	1394	2180	1434.7202295552368	2293.5779816513764	10.0	7.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	248.0	345.0	0.008064516129032258	0.014492753623188406	1686.99992983565	3537.709489716852	0.17146067351739364	-2.389741921356931	2.0567935037015688						
PB.161551.22	Patient11	1	21	1367	2226	731.528895391368	9433.962264150943	17.0	3.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	299.0	1145.0	0.0033444816053511705	0.01834061135371179	1686.99992983565	3537.709489716852	2.1898243360099467	-0.3499540115257521	2.4325922846448154						
PB.161551.22	Patient12	0	10	1791	2004	0.0	4990.0199600798405	25.5	5.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	223.0	348.0	0.0	0.028735632183908046	1686.99992983565	3537.709489716852	0.9336606185005187	-1.2686360857196128	2.263339588375506						
PB.161551.22	Patient13	0	30	2218	2495	0.0	12024.048096192384	25.5	1.0	813.6696501220504	0.0	1372.4935552085096	1686.99992983565	SRSF6	387.0	696.0	0.0	0.04310344827586207	1686.99992983565	3537.709489716852	2.9219607196135486	0.33483363274757777	2.5587536177337116	1.0	1.0	1.0	1.0	1.0	
